chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
,,232792,0,0,0,0,0,2,0.6,,0,Tariq,0.0,77,False,,,45,232792.jpg,2.9,Lamptey,2.3,False,,a,3,36,26,0,0,0,0,0.0,5.8,Lamptey,619,0,1,3,8,0,0,0,2,0,0,0,136,91.8,82.1,27.0,20.2,320,119,244,74,304,109,324,116,,,,,,
,,233425,0,0,0,0,0,4,0.5,,0,Aaron,0.0,78,False,,,55,233425.jpg,2.5,Connolly,0.6,False,,a,3,36,61,0,0,0,0,0.0,11.1,Connolly,1250,3,3,5,22,0,0,0,0,0,0,5,146,150.6,91.4,530.0,76.0,294,36,238,37,61,28,185,30,,,,,,
,,235382,0,0,0,0,0,3,0.0,,0,Steven,0.0,79,False,,,45,235382.jpg,1.7,Alzate,0.4,False,,a,3,36,33,0,0,0,0,0.0,7.3,Alzate,1181,0,0,3,18,0,0,0,1,0,0,0,183,202.0,214.1,205.0,62.3,266,116,165,108,169,92,226,109,,,,,,
,,243016,0,0,0,0,0,3,0.8,,0,Alexis,0.0,80,False,,,55,243016.jpg,1.3,Mac Allister,0.1,False,,a,3,36,12,0,0,0,0,0.0,2.2,Mac Allister,348,0,0,0,6,0,0,0,0,0,0,0,35,28.4,73.8,66.0,16.9,353,150,252,133,273,135,330,144,2.0,,3.0,,,
,,108813,0,0,0,0,0,1,0.0,,0,Christian,0.0,503,False,,,40,108813.jpg,0.0,Walton,0.9,False,,a,3,36,0,0,0,0,0,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,389,34,370,16,349,9,389,34,,,,,,
,,17761,0,0,0,0,0,2,0.0,,0,James,0.0,81,False,,,55,17761.jpg,3.8,Tarkowski,7.2,False,,a,4,90,143,0,0,0,0,0.0,26.0,Tarkowski,3420,2,3,15,50,0,0,0,10,0,0,14,690,919.8,167.1,410.0,149.9,13,3,189,45,85,9,61,8,,,,,,
,,17997,0,0,0,0,0,2,0.0,,0,Phil,0.0,82,False,,,45,17997.jpg,3.7,Bardsley,0.7,False,,a,4,90,78,0,0,0,0,0.0,17.3,Bardsley,1890,0,2,9,19,0,0,0,6,0,0,6,358,350.6,164.0,109.0,62.5,182,67,191,46,229,66,224,70,,,,,,
,,39487,0,0,0,0,0,2,0.0,,0,Erik,0.0,83,False,,,45,39487.jpg,3.2,Pieters,2.0,False,,a,4,90,77,0,0,0,0,0.0,17.1,Pieters,1876,0,5,6,35,0,0,0,2,0,0,10,359,355.4,273.8,90.0,71.6,179,64,135,29,249,79,194,55,,,,,,
0.0,,40145,0,0,0,0,0,3,0.0,,0,Jack,0.0,84,False,Ankle injury - Unknown return date,2020-08-15T10:00:11.504829Z,50,40145.jpg,2.3,Cork,0.1,False,,i,4,90,70,0,0,0,0,0.0,14.0,Cork,2614,0,0,12,41,0,0,0,1,0,0,0,301,313.2,198.2,311.0,82.4,200,84,171,112,114,63,174,91,,,,,,
,,41674,0,0,0,0,0,2,0.0,,0,Kevin,0.0,85,False,,,45,41674.jpg,2.6,Long,0.2,False,,a,4,90,21,0,0,0,0,0.0,4.7,Long,562,0,0,2,5,0,0,0,0,0,0,0,93,104.8,1.3,24.0,13.0,316,118,357,134,307,111,339,122,,,,,,
,,44683,0,0,0,0,0,4,0.0,,0,Jay,0.0,86,False,,,60,44683.jpg,2.8,Rodriguez,1.0,False,,a,4,90,100,0,0,0,0,0.0,16.7,Rodriguez,2002,8,2,7,34,0,0,0,1,0,0,9,282,431.4,135.0,827.0,137.8,148,18,210,32,36,20,75,21,,,,,3.0,
0.0,,44699,0,0,0,0,0,4,0.0,,0,Ashley,0.0,87,False,Groin Injury - Unknown return date,2020-09-07T00:30:12.603985Z,60,44699.jpg,3.2,Barnes,0.4,False,,i,4,90,61,0,0,0,0,0.0,10.2,Barnes,1350,6,0,8,21,0,0,0,4,0,0,6,161,226.2,85.1,474.0,75.9,253,28,243,39,69,31,186,31,,,,,1.0,
0.0,,51927,0,0,0,0,0,2,0.0,,0,Ben,0.0,88,False,Thigh injury - Unknown return date,2020-09-07T00:30:12.617922Z,50,51927.jpg,3.4,Mee,1.4,False,,i,4,90,110,0,0,0,0,0.0,22.0,Mee,2880,1,2,13,45,0,0,0,7,0,0,6,549,658.8,105.8,362.0,112.9,56,22,226,62,94,12,110,24,,,,,,
,,60551,0,0,0,0,0,3,0.0,,0,Ashley,0.0,89,False,,,55,60551.jpg,3.4,Westwood,1.3,False,,a,4,90,118,0,0,0,0,0.0,21.5,Westwood,3150,2,7,15,39,0,0,0,9,0,0,11,567,596.8,814.2,135.0,154.7,75,23,15,12,210,110,55,31,1.0,,3.0,,,
,,60586,0,0,0,0,0,3,0.0,,0,Johann Berg,0.0,90,False,,,55,60586.jpg,2.5,Gudmundsson,0.2,False,,a,4,90,30,0,0,0,0,0.0,5.5,Gudmundsson,617,1,1,3,7,0,0,0,0,0,0,1,98,118.6,215.4,108.0,44.1,306,130,163,107,230,118,275,126,3.0,,2.0,,,
,,60689,0,0,0,0,0,4,0.0,,0,Chris,0.0,91,False,,,65,60689.jpg,4.2,Wood,3.2,False,,a,4,90,136,0,0,0,0,0.0,20.9,Wood,2436,14,1,11,33,1,0,0,1,0,0,21,384,552.2,299.6,1070.0,190.8,93,14,120,16,23,14,40,15,,,,,1.0,
,,68983,0,0,0,0,0,2,0.0,,0,Matthew,0.0,92,False,,,45,68983.jpg,2.8,Lowton,0.2,False,,a,4,90,48,0,0,0,0,0.0,10.7,Lowton,1530,0,1,6,31,0,0,0,2,0,0,1,270,294.2,181.7,15.0,49.2,211,79,183,42,320,119,262,84,,,,,,
,,81183,0,0,0,0,0,4,0.0,,0,Matej,0.0,93,False,,,50,81183.jpg,2.1,Vydra,0.6,False,,a,4,90,39,0,0,0,0,0.0,7.8,Vydra,807,2,1,5,7,0,0,0,0,0,0,3,112,144.2,113.3,273.0,53.3,297,37,221,36,130,35,250,37,,,,,,
0.0,,83312,0,0,0,0,0,2,0.0,,0,Ben,0.0,94,False,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,40,83312.jpg,0.0,Gibson,0.9,False,,n,4,90,0,0,0,0,0,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,388,139,368,138,347,131,388,139,,,,,,
,,90517,0,0,0,0,0,3,0.0,,0,Robbie,0.0,95,False,,,50,90517.jpg,1.9,Brady,0.1,False,,a,4,90,32,0,0,0,0,0.0,6.4,Brady,445,1,2,1,10,0,0,0,1,0,0,0,112,118.6,102.1,128.0,34.9,305,129,228,129,218,113,292,131,4.0,,4.0,,,
,,98747,0,0,0,0,0,1,0.0,,0,Nick,0.0,96,False,,,55,98747.jpg,4.5,Pope,21.2,False,,a,4,90,170,0,0,0,0,0.0,30.9,Pope,3420,0,0,15,50,0,1,0,1,0,120,23,789,900.0,30.3,2.0,93.1,16,4,307,1,340,3,150,4,,,,,,
,,103914,0,0,0,0,0,2,0.0,,0,Charlie,0.0,97,False,,,45,103914.jpg,3.5,Taylor,6.2,False,,a,4,90,84,0,0,0,0,0.0,18.7,Taylor,1944,0,1,10,18,0,0,0,3,0,0,5,375,382.6,243.0,19.0,64.7,171,62,147,31,315,115,217,65,,,,,,
,,172782,0,0,0,0,0,3,0.0,,0,Josh,0.0,98,False,,,50,172782.jpg,2.1,Brownhill,0.0,False,,a,4,90,21,0,0,0,0,0.0,4.2,Brownhill,805,0,0,4,10,0,0,0,2,0,0,0,111,101.2,58.5,49.0,20.8,319,137,275,141,287,140,321,140,,,,,,
,,220037,0,0,0,0,0,1,0.0,,0,Bailey,0.0,99,False,,,40,220037.jpg,0.0,Peacock-Farrell,1.5,False,,a,4,90,0,0,0,0,0,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,393,36,374,18,354,11,393,36,,,,,,
,,433154,0,0,0,0,0,3,0.0,,0,Dwight,0.0,100,False,,,60,433154.jpg,3.2,McNeil,1.2,False,,a,4,90,123,0,0,0,0,0.0,20.5,McNeil,3339,2,7,16,48,0,0,0,5,0,0,6,529,644.2,931.4,430.0,200.6,59,15,10,7,77,41,37,20,2.0,,1.0,,,
,,20310,0,0,0,0,0,1,3.5,,0,Willy,0.0,101,False,,,50,20310.jpg,2.6,Caballero,0.4,False,,a,5,8,13,0,0,0,0,0.0,2.6,Caballero,450,0,0,1,7,0,0,0,0,0,10,0,74,90.2,0.0,0.0,9.0,323,27,444,41,437,37,349,27,,,,,,
,,41328,0,0,0,0,0,2,3.9,,0,César,0.0,102,False,,,60,41328.jpg,3.6,Azpilicueta,8.0,False,,a,5,8,130,0,0,0,0,0.0,21.7,Azpilicueta,3229,2,6,8,53,0,0,0,1,0,0,16,700,905.2,708.7,438.0,205.4,15,4,23,4,75,5,32,4,,,,,,
,,44346,0,0,0,0,0,4,3.3,,0,Olivier,0.0,103,False,,,70,44346.jpg,3.8,Giroud,1.5,False,,a,5,8,68,0,0,0,0,0.0,9.7,Giroud,988,8,1,6,16,0,0,0,1,0,0,5,253,316.2,144.8,598.0,105.4,198,22,208,30,53,25,125,26,,,5.0,,,
,,82263,0,0,0,0,0,2,3.9,,0,Marcos,0.0,104,False,,,60,82263.jpg,5.6,Alonso,3.8,False,,a,5,8,100,0,0,0,0,0.0,16.7,Alonso,1429,4,4,7,18,0,0,0,4,0,0,11,395,411.8,413.4,420.0,124.3,158,56,89,16,82,7,94,18,,,2.0,,,
,,85955,0,0,0,0,0,3,2.4,,0,Jorge Luiz,0.0,105,False,,,50,85955.jpg,3.0,Frello Filho,1.8,False,,a,5,8,92,0,0,0,0,0.0,18.4,Jorginho,2376,4,3,6,40,0,0,0,10,0,0,9,535,600.0,422.4,158.0,118.4,72,21,85,62,199,105,101,59,,,,,1.0,
,,88894,0,0,0,0,0,3,3.1,,0,Ross,0.0,106,False,,,60,88894.jpg,2.9,Barkley,0.3,False,,a,5,8,61,0,0,0,0,0.0,10.2,Barkley,1095,1,5,5,14,0,0,0,0,0,0,5,208,266.0,344.3,373.0,98.2,229,98,104,70,91,49,141,75,2.0,,3.0,,2.0,
0.0,,91651,0,0,0,0,0,3,0.0,,0,Mateo,0.0,107,False,Suspended until 20 Sep,2020-08-15T10:00:11.528964Z,55,91651.jpg,2.2,Kovacic,0.2,False,,s,5,8,68,0,0,0,0,0.0,12.4,Kovacic,2065,1,3,4,37,0,0,0,8,0,0,6,461,497.0,458.5,186.0,114.0,121,43,62,49,181,100,109,64,,,,,,
,,94245,0,0,0,0,0,4,2.8,,0,Michy,0.0,108,False,,,60,94245.jpg,1.8,Batshuayi,0.4,False,,a,5,8,28,0,0,0,0,0.0,4.7,Batshuayi,224,1,2,0,8,0,0,0,0,0,0,1,59,61.8,42.9,185.0,28.3,336,44,292,45,183,44,302,45,,,,,,
,,102380,0,0,0,0,0,2,3.1,,0,Antonio,0.0,109,False,,,50,102380.jpg,3.1,Rüdiger,1.8,False,,a,5,8,63,0,0,0,0,0.0,12.6,Rüdiger,1710,2,0,5,24,1,0,0,3,0,0,5,351,389.4,93.3,194.0,67.7,166,60,236,69,173,37,211,63,,,,,,
,,103192,0,0,0,0,0,2,3.1,,0,Kurt,0.0,110,False,,,50,103192.jpg,2.2,Zouma,0.8,False,,a,5,8,62,0,0,0,0,0.0,12.4,Zouma,2343,0,0,7,37,1,0,0,6,0,0,2,432,518.0,40.1,162.0,71.7,112,43,295,102,198,50,193,54,,,,,,
,,109533,0,0,0,0,0,2,3.1,,0,Emerson,0.0,111,False,,,50,109533.jpg,1.3,Palmieri dos Santos,0.2,False,,a,5,8,19,0,0,0,0,0.0,3.8,Emerson,1022,0,0,1,21,0,0,0,3,0,0,0,181,207.8,298.7,225.0,73.2,264,98,121,27,154,29,190,52,5.0,,4.0,,,
,,109745,0,0,0,0,0,1,3.5,,0,Kepa,0.0,112,False,,,50,109745.jpg,2.7,Arrizabalaga,2.2,False,,a,5,8,90,0,0,0,0,0.0,18.0,Arrizabalaga,2970,0,0,8,47,0,0,0,0,0,55,0,507,503.6,0.0,0.0,50.2,117,17,460,48,454,44,260,18,,,,,,
,,116594,0,0,0,0,0,3,2.4,,0,N'Golo,0.0,113,False,,,50,116594.jpg,2.6,Kanté,3.8,False,,a,5,8,57,0,0,0,0,0.0,11.4,Kanté,1730,3,0,3,25,0,0,0,4,0,0,2,294,422.8,424.5,214.0,106.3,152,59,83,60,159,88,124,69,,,,,,
75.0,,124183,0,0,0,0,0,3,2.8,,0,Hakim,0.0,114,False,Knee injury - 75% chance of playing,2020-08-29T17:30:07.487245Z,80,124183.jpg,0.0,Ziyech,10.1,False,,d,5,8,0,0,0,0,0,0.0,0.0,Ziyech,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,509,210,509,210,509,210,509,210,,,,,,
,,126187,0,0,0,0,0,3,3.1,,0,Ruben,0.0,115,False,,,60,126187.jpg,1.7,Loftus-Cheek,0.2,False,,a,5,8,12,0,0,0,0,0.0,2.0,Loftus-Cheek,203,0,1,1,3,0,0,0,0,0,0,0,37,30.8,30.2,33.0,9.2,352,149,308,151,301,146,347,150,,,,,,
,,135363,0,0,0,0,0,2,3.1,,0,Andreas,0.0,116,False,,,50,135363.jpg,1.6,Christensen,0.3,False,,a,5,8,34,0,0,0,0,0.0,6.8,Christensen,1751,0,0,3,33,0,0,0,5,0,0,0,325,353.6,70.9,96.0,52.1,180,65,259,83,245,75,253,81,,,,,,
,,165153,0,0,0,0,0,4,4.5,,0,Timo,0.0,117,False,,,95,165153.jpg,0.0,Werner,47.4,False,,a,5,8,0,0,0,0,0,0.0,0.0,Werner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,511,64,511,64,511,64,511,64,,,,,,
,,173879,0,0,0,0,0,4,3.6,,0,Tammy,0.0,118,False,,,75,173879.jpg,4.5,Abraham,6.5,False,,a,5,8,153,0,0,0,0,0.0,20.4,Abraham,2206,15,6,7,34,1,0,0,2,0,0,20,461,659.6,283.2,1301.0,223.3,55,9,131,17,10,7,26,10,,,,,3.0,
50.0,,176413,0,0,0,0,0,3,1.9,,0,Christian,0.0,119,False,Hamstring injury - 50% chance of playing,2020-08-15T10:00:11.562980Z,85,176413.jpg,5.1,Pulisic,3.6,False,,d,5,8,127,0,0,0,0,0.0,14.9,Pulisic,1717,9,8,6,28,0,0,0,0,0,0,8,379,556.2,426.0,1059.0,204.2,90,29,81,58,24,10,34,18,6.0,,,,,
,,184341,0,0,0,0,0,3,3.4,,0,Mason,0.0,120,False,,,70,184341.jpg,3.7,Mount,10.2,False,,a,5,8,137,0,0,0,0,0.0,19.6,Mount,2865,7,6,9,44,0,0,0,3,0,0,11,510,641.2,814.0,974.0,242.8,62,17,16,13,27,12,20,12,1.0,,1.0,,,
,,194794,0,0,0,0,0,2,3.1,,0,Fikayo,0.0,121,False,,,50,194794.jpg,3.2,Tomori,0.4,False,,a,5,8,48,0,0,0,0,0.0,9.6,Tomori,1291,1,0,4,18,0,0,0,3,0,0,7,271,335.4,68.6,79.0,48.5,190,72,264,85,261,85,265,87,,,,,,
,,209046,0,0,0,0,0,3,3.1,,0,Callum,0.0,122,False,,,60,209046.jpg,2.4,Hudson-Odoi,0.5,False,,a,5,8,53,0,0,0,0,0.0,8.8,Hudson-Odoi,849,1,5,2,14,0,0,0,1,0,0,3,197,235.2,341.4,325.0,89.9,248,107,106,72,109,59,157,84,3.0,,,,,
,,225796,0,0,0,0,0,2,3.1,,0,Reece,0.0,123,False,,,50,225796.jpg,2.5,James,4.0,False,,a,5,8,61,0,0,0,0,0.0,12.2,James,1510,0,2,5,23,0,0,0,1,0,0,5,373,343.6,428.8,143.0,91.8,188,70,79,15,208,54,152,39,4.0,,,,,
0.0,,243568,0,0,0,0,0,3,0.0,,0,Billy,0.0,124,False,Knee injury - Expected back 07 Nov,2020-08-15T10:00:11.591471Z,45,243568.jpg,1.5,Gilmour,0.3,False,,i,5,8,9,0,0,0,0,0.0,2.0,Gilmour,191,0,0,1,3,0,0,0,0,0,0,0,41,31.4,55.3,5.0,9.1,351,148,280,143,333,156,348,151,,,,,,
0.0,,172850,0,0,0,0,0,2,0.0,,0,Benjamin,0.0,232,False,Foot injury - Unknown return date,2020-08-15T10:00:11.852853Z,55,172850.jpg,4.2,Chilwell,2.4,False,,i,5,8,114,0,0,0,0,0.0,20.7,Chilwell,2374,3,3,9,26,0,0,0,3,0,0,8,501,546.0,545.4,208.0,130.0,97,38,41,6,167,34,86,15,,,,,,
,,51090,0,0,0,0,0,2,3.5,,0,Thiago,0.0,490,False,,,55,51090.jpg,0.0,Thiago,7.1,False,,a,5,8,0,0,0,0,0,0.0,0.0,Thiago Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,485,184,484,184,482,184,485,184,,,,,,
,,219847,0,0,0,0,0,3,3.9,,0,Kai,0.0,500,False,,,85,219847.jpg,0.0,Havertz,8.4,False,,a,5,8,0,0,0,0,0,0.0,0.0,Havertz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,510,211,510,211,510,211,510,211,,,,,,
0.0,,19419,0,0,0,0,0,2,0.0,,0,Gary,0.0,125,False,Hamstring injury - Unknown return date,2020-08-15T10:00:11.611500Z,45,19419.jpg,2.8,Cahill,0.1,False,,i,6,31,70,0,0,0,0,0.0,15.6,Cahill,2167,0,1,7,35,0,0,0,1,0,0,4,395,448.4,40.0,342.0,83.4,138,49,296,103,101,13,171,46,,,,,,
,,20066,0,0,0,0,0,1,1.7,,0,Wayne,0.0,126,False,,,45,20066.jpg,2.3,Hennessey,0.8,False,,a,6,31,7,0,0,0,0,0.0,1.6,Hennessey,270,0,0,0,8,0,0,0,0,0,16,0,58,110.4,0.0,0.0,11.0,310,25,383,21,364,14,344,25,,,,,,
0.0,,40784,0,0,0,0,0,2,0.0,,0,Mamadou,0.0,127,False,Muscle injury - Unknown return date,2020-08-15T10:00:11.633422Z,45,40784.jpg,0.8,Sakho,0.0,False,,i,6,31,11,0,0,0,0,0.0,2.4,Sakho,929,0,0,0,21,0,0,0,1,1,0,0,148,179.2,15.9,6.0,20.2,278,104,328,122,328,122,323,115,,,,,,
,,40836,0,0,0,0,0,1,2.5,,0,Vicente,0.0,128,False,,,50,40836.jpg,3.9,Guaita,1.6,False,,a,6,31,137,0,0,0,0,0.0,27.4,Guaita,3150,0,0,10,42,1,0,0,1,0,111,16,643,827.2,0.0,0.0,82.6,25,7,446,43,439,39,173,7,,,,,,
0.0,,49413,0,0,0,0,0,2,0.0,,0,James,0.0,129,False,Thigh injury - Unknown return date,2020-08-15T10:00:11.660937Z,45,49413.jpg,2.7,Tomkins,0.0,False,,i,6,31,48,0,0,0,0,0.0,10.7,Tomkins,1582,1,1,3,23,0,0,0,5,0,0,4,260,384.0,27.7,121.0,53.3,169,61,315,115,223,61,249,79,,,,,,
,,50471,0,0,0,0,0,3,1.8,,0,James,0.0,130,False,,,55,50471.jpg,2.5,McArthur,0.2,False,,a,6,31,92,0,0,0,0,0.0,16.7,McArthur,3091,0,4,11,38,0,0,0,6,0,0,2,420,586.6,486.6,421.0,149.6,76,24,51,40,81,43,62,36,,,,,,
,,50472,0,0,0,0,0,3,1.0,,0,James,0.0,131,False,,,45,50472.jpg,1.2,McCarthy,2.3,False,,a,6,31,41,0,0,0,0,0.0,9.1,McCarthy,1668,0,0,2,29,0,0,0,9,0,0,0,205,268.8,268.3,80.0,61.8,227,97,138,91,259,130,230,112,4.0,,,,,
0.0,,54861,0,0,0,0,0,4,0.0,,0,Christian,0.0,132,False,Foot injury - Unknown return date,2020-09-06T03:00:11.019701Z,55,54861.jpg,1.8,Benteke,0.6,False,,i,6,31,42,0,0,0,0,0.0,7.6,Benteke,1252,2,1,5,18,0,0,0,4,1,0,1,133,231.8,248.3,632.0,110.9,251,27,145,21,47,22,113,23,,,,,3.0,
,,55037,0,0,0,0,0,3,1.4,,0,Cheikhou,0.0,133,False,,,50,55037.jpg,2.4,Kouyaté,0.2,False,,a,6,31,85,0,0,0,0,0.0,17.0,Kouyaté,2524,1,2,10,36,0,0,0,4,0,0,4,288,394.6,162.3,279.0,83.5,164,67,194,120,127,72,170,90,,,,,,
,,55494,0,0,0,0,0,2,1.6,,0,Joel,0.0,134,False,,,45,55494.jpg,2.7,Ward,1.7,False,,a,6,31,77,0,0,0,0,0.0,17.1,Ward,2380,0,1,7,36,0,0,0,4,0,0,8,392,427.0,117.0,49.0,59.5,150,55,219,58,286,100,234,72,,,,,,
,,58786,0,0,0,0,0,2,1.6,,0,Martin,0.0,135,False,,,45,58786.jpg,3.4,Kelly,1.4,False,,a,6,31,64,0,0,0,0,0.0,14.2,Kelly,1547,0,1,6,16,0,0,0,0,0,0,4,288,305.4,96.5,15.0,41.7,202,76,234,67,319,118,280,95,,,,,,
0.0,,59125,0,0,0,0,0,4,0.0,,0,Connor,0.0,136,False,Unknown - Unknown return date,2020-09-06T03:00:11.034332Z,45,59125.jpg,2.5,Wickham,3.3,False,,i,6,31,15,0,0,0,0,0.0,3.3,Wickham,90,1,1,0,2,0,0,0,0,0,0,2,48,59.8,34.5,64.0,15.8,337,45,301,46,276,47,332,47,,,,,,
,,60252,0,0,0,0,0,3,2.1,,0,Andros,0.0,137,False,,,60,60252.jpg,2.0,Townsend,0.3,False,,a,6,31,48,0,0,0,0,0.0,8.0,Townsend,1284,1,1,3,23,0,0,0,0,0,0,0,221,246.4,247.1,122.0,61.6,237,100,146,95,221,115,231,113,3.0,,3.0,,4.0,
,,66975,0,0,0,0,0,3,2.1,,0,Luka,0.0,138,False,,,60,66975.jpg,2.6,Milivojevic,1.0,False,,a,6,31,81,0,0,0,0,0.0,13.5,Milivojevic,2510,3,1,7,38,0,0,0,12,0,0,9,382,460.0,499.1,190.0,114.9,129,48,50,39,176,96,107,62,1.0,,1.0,,1.0,
0.0,,74230,0,0,0,0,0,2,0.0,,0,Patrick,0.0,139,False,Shoulder Dislocation - Unknown return date,2020-08-15T10:00:11.682747Z,55,74230.jpg,3.8,van Aanholt,0.1,False,,i,6,31,109,0,0,0,0,0.0,19.8,van Aanholt,2507,3,2,8,38,1,0,0,0,0,0,12,523,531.2,516.0,285.0,133.4,105,42,47,8,123,21,80,13,2.0,,2.0,,2.0,
,,80146,0,0,0,0,0,4,1.8,,0,Jordan,0.0,140,False,,,60,80146.jpg,3.6,Ayew,7.4,False,,a,6,31,132,0,0,0,0,0.0,22.0,Ayew,3148,9,3,12,45,0,0,0,6,0,0,19,443,597.4,445.6,885.0,192.4,74,11,68,6,31,16,39,14,,,,,,
,,82403,0,0,0,0,0,3,2.4,,0,Wilfried,0.0,141,False,,,70,82403.jpg,3.2,Zaha,7.3,False,,a,6,31,120,0,0,0,0,0.0,17.1,Zaha,3279,4,6,9,46,0,0,0,5,0,0,4,337,572.0,588.0,1103.0,226.4,81,26,34,28,19,8,25,15,,,,,,
,,86417,0,0,0,0,0,3,1.8,,0,Jeffrey,0.0,142,False,,,55,86417.jpg,3.0,Schlupp,0.1,False,,a,6,31,51,0,0,0,0,0.0,9.3,Schlupp,1030,3,1,4,16,0,0,0,2,0,0,4,148,240.0,101.9,266.0,60.8,243,103,229,130,133,77,233,115,,,,,,
,,141020,0,0,0,0,0,3,1.4,,0,Max,0.0,143,False,,,50,141020.jpg,1.4,Meyer,0.1,False,,a,6,31,23,0,0,0,0,0.0,4.6,Meyer,645,0,0,1,11,0,0,0,1,0,0,0,67,68.0,68.9,103.0,23.8,332,142,261,137,235,120,313,138,,,,,,
,,173954,0,0,0,0,0,3,1.0,,0,Jairo,0.0,144,False,,,45,173954.jpg,1.3,Riedewald,0.2,False,,a,6,31,22,0,0,0,0,0.0,4.9,Riedewald,761,0,0,0,9,0,0,0,0,0,0,0,116,117.0,47.1,27.0,19.1,307,131,287,147,303,147,326,142,,,,,,
0.0,,232423,0,0,0,0,0,2,0.0,,0,Nathan,0.0,145,False,Knee injury - Unknown return date,2020-08-26T09:30:07.992498Z,40,232423.jpg,0.0,Ferguson,3.5,False,,i,6,31,0,0,0,0,0,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,395,143,376,142,356,136,395,143,,,,,,
,,244723,0,0,0,0,0,2,1.0,,0,Tyrick,0.0,146,False,,,40,244723.jpg,1.0,Mitchell,9.1,False,,a,6,31,4,0,0,0,0,0.0,1.0,Mitchell,193,0,0,0,4,0,0,0,1,0,0,0,23,36.4,58.7,2.0,9.7,348,126,274,91,336,127,346,124,,,,,,
,,466955,0,0,0,0,0,3,1.0,,0,Brandon,0.0,147,False,,,45,466955.jpg,1.0,Pierrick,0.1,False,,a,6,31,2,0,0,0,0,0.0,0.4,Pierrick,13,0,0,0,0,0,0,0,0,0,0,0,7,6.4,21.0,2.0,2.9,373,158,323,154,338,158,366,155,,,,,,
,,19188,0,0,0,0,0,2,1.6,,0,Scott,0.0,486,False,,,45,19188.jpg,3.2,Dann,0.3,False,,a,6,31,51,0,0,0,0,0.0,11.3,Dann,1264,0,1,5,14,0,0,0,0,0,0,3,253,250.2,58.3,177.0,48.6,235,90,276,92,188,43,264,86,,,,,,
75.0,,232413,0,0,0,0,0,3,1.6,,0,Eberechi,0.0,489,False,Groin Injury - 75% chance of playing,2020-09-06T03:00:11.308404Z,60,232413.jpg,0.0,Eze,1.1,False,,d,6,31,0,0,0,0,0,0.0,0.0,Eze,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,505,206,505,206,505,206,505,206,,,,,,
,,20467,0,0,0,0,0,3,1.6,,0,Theo,0.0,148,False,,,60,20467.jpg,2.5,Walcott,0.3,False,,a,7,11,63,0,0,0,0,0.0,10.5,Walcott,1281,2,4,4,19,0,0,0,1,0,0,1,186,225.0,289.1,521.0,103.7,256,110,127,84,64,32,129,70,4.0,,,,,
,,41823,0,0,0,0,0,3,0.9,,0,Fabian,0.0,149,False,,,50,41823.jpg,1.5,Delph,0.1,False,,a,7,11,24,0,0,0,0,0.0,4.8,Delph,1187,0,0,2,24,0,0,0,3,1,0,2,202,183.0,146.7,24.0,35.4,277,120,206,125,309,150,291,130,,,,,,
,,55422,0,0,0,0,0,3,1.9,,0,Gylfi,0.0,150,False,,,70,55422.jpg,2.7,Sigurdsson,2.3,False,,a,7,11,95,0,0,0,0,0.0,13.6,Sigurdsson,2555,2,4,6,45,0,0,0,3,0,0,7,397,454.6,765.1,484.0,170.5,132,51,21,18,68,36,48,27,2.0,,2.0,,1.0,
,,57513,0,0,0,0,0,1,1.2,,0,Jonas,0.0,151,False,,,45,57513.jpg,0.0,Lössl,0.2,False,,a,7,11,0,0,0,0,0,0.0,0.0,Lössl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,405,40,391,26,373,20,405,40,,,,,,
