chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
,,37605,0,0,0,0,0,3,3.4,,0,Mesut,0.0,1,False,,,70.99999999999999,37605.jpg,2.9,Özil,2.0,False,,a,1,3,53,0,0,0,0,0.0,7.6,Özil,1439,1,3,5,20,0,0,0,1,0,0,1,256,223.6,582.9,190.0,99.8,256.0,111.0,35.0,29.0,175.0,96.0,135.0,72.0
,,39476,0,0,0,0,0,2,3.1,,0,Sokratis,0.0,2,False,,,51.3,39476.jpg,3.0,Papastathopoulos,0.5,False,,a,1,3,57,0,0,0,0,0.0,11.4,Sokratis,1696,2,0,4,25,0,0,0,6,0,0,5,305,436.2,36.8,110.0,58.5,144.0,53.0,297.0,106.0,225.0,65.0,235.0,74.0
,,41270,0,0,0,0,0,2,3.5,,0,David,0.0,3,False,,,55.699999999999996,41270.jpg,2.8,Luiz Moreira Marinho,2.7,False,,a,1,3,94,0,0,0,0,0.0,17.1,David Luiz,2809,2,1,8,42,0,0,0,5,2,0,10,494,701.6,106.7,211.0,102.1,50.0,18.0,223.0,61.0,161.0,32.0,130.0,35.0
,,54694,0,0,0,0,0,3,5.0,,0,Pierre-Emerick,0.0,4,False,,,121.19999999999999,54694.jpg,5.7,Aubameyang,42.5,False,,a,1,3,205,0,0,0,0,0.0,17.1,Aubameyang,3136,22,5,10,44,0,0,0,3,1,0,37,807,1006.0,479.6,1369.0,285.2,8.0,4.0,54.0,42.0,9.0,3.0,11.0,7.0
,,58822,0,0,0,0,0,2,3.1,,0,Cédric,0.0,5,False,,,50.8,58822.jpg,2.9,Soares,0.6,False,,a,1,3,61,0,0,0,0,0.0,12.2,Cédric,1553,1,1,4,20,0,0,0,1,0,0,3,286,349.0,218.9,118.0,68.7,182.0,68.0,159.0,34.0,224.0,64.0,203.0,59.0
,,59966,0,0,0,0,0,4,4.0,,0,Alexandre,0.0,6,False,,,85.69999999999999,59966.jpg,3.9,Lacazette,2.7,False,,a,1,3,118,0,0,0,0,0.0,13.9,Lacazette,1867,10,7,5,25,0,0,0,8,0,0,16,387,536.4,337.7,861.0,173.8,101.0,15.0,107.0,14.0,32.0,17.0,46.0,17.0
0.0,,69140,0,0,0,0,0,2,0.0,,0,Shkodran,0.0,7,False,Hamstring injury - Expected back 31 Oct,2020-08-15T10:00:11.331812Z,50.3,69140.jpg,2.9,Mustafi,0.0,False,,i,1,3,43,0,0,0,0,0.0,8.6,Mustafi,1205,0,2,4,17,0,0,0,2,0,0,2,242,277.2,45.5,155.0,47.9,219.0,83.0,287.0,98.0,199.0,51.0,265.0,88.0
,,80201,0,0,0,0,0,1,3.5,,0,Bernd,0.0,8,False,,,50.0,80201.jpg,3.8,Leno,6.2,False,,a,1,3,114,0,0,0,0,0.0,22.8,Leno,2649,0,0,7,39,0,1,0,2,0,113,10,591,843.2,0.0,0.0,84.1,23.0,6.0,451.0,47.0,444.0,43.0,166.0,6.0
,,84450,0,0,0,0,0,3,2.8,,0,Granit,0.0,9,False,,,56.099999999999994,84450.jpg,2.4,Xhaka,0.6,False,,a,1,3,73,0,0,0,0,0.0,13.3,Xhaka,2586,1,2,10,31,0,0,0,10,0,0,2,408,486.2,298.5,110.0,89.9,125.0,46.0,120.0,78.0,226.0,116.0,154.0,82.0
0.0,,92371,0,0,0,0,0,2,0.0,,0,Pablo,0.0,10,False,Ankle injury - Expected back 25 Sep,2020-08-15T10:00:11.357231Z,45.699999999999996,92371.jpg,4.0,Marí,0.0,False,,i,1,3,8,0,0,0,0,0.0,1.8,Marí,113,0,0,1,0,0,0,0,0,0,0,1,31,27.8,1.7,0.0,3.0,353.0,129.0,351.0,133.0,386.0,152.0,363.0,132.0
,,98745,0,0,0,0,0,2,3.1,,0,Héctor,0.0,11,False,,,50.89999999999999,98745.jpg,2.9,Bellerín,3.1,False,,a,1,3,44,0,0,0,0,0.0,8.8,Bellerín,1156,1,0,4,18,0,0,0,2,0,0,4,204,187.8,76.9,103.0,37.0,273.0,102.0,248.0,79.0,232.0,69.0,285.0,100.0
,,98980,0,0,0,0,0,1,2.7,,0,Emiliano,0.0,12,False,,,45.599999999999994,98980.jpg,3.7,Martínez,6.9,False,,a,1,3,33,0,0,0,0,0.0,7.3,Martínez,770,0,0,3,9,0,0,0,2,0,34,1,169,256.8,0.0,0.0,25.8,230.0,20.0,403.0,32.0,388.0,27.0,305.0,20.0
0.0,,101184,0,0,0,0,0,2,0.0,,0,Calum,0.0,13,False,Knee injury - Unknown return date,2020-08-15T10:00:11.386295Z,46.19999999999999,101184.jpg,3.0,Chambers,0.0,False,,i,1,3,42,0,0,0,0,0.0,9.3,Chambers,1102,1,1,3,15,0,0,0,5,0,0,5,197,272.0,113.5,203.0,58.7,221.0,84.0,218.0,59.0,170.0,36.0,234.0,73.0
,,111457,0,0,0,0,0,2,3.1,,0,Sead,0.0,14,False,,,50.300000000000004,111457.jpg,2.1,Kolasinac,0.3,False,,a,1,3,55,0,0,0,0,0.0,11.0,Kolasinac,1694,0,2,4,26,0,0,0,4,0,0,1,331,269.6,182.5,81.0,53.0,224.0,85.0,179.0,40.0,256.0,83.0,250.0,80.0
,,154043,0,0,0,0,0,2,3.1,,0,Ainsley,0.0,15,False,,,50.3,154043.jpg,2.0,Maitland-Niles,1.7,False,,a,1,3,41,0,0,0,0,0.0,8.2,Maitland-Niles,1382,0,2,3,22,0,0,0,4,1,0,3,244,301.8,182.0,58.0,53.6,204.0,77.0,180.0,41.0,277.0,95.0,244.0,78.0
,,156074,0,0,0,0,0,2,2.6,,0,Rob,0.0,16,False,,,45.0,156074.jpg,2.0,Holding,0.7,False,,a,1,3,16,0,0,0,0,0.0,3.6,Holding,580,0,0,1,9,0,0,0,1,0,0,2,96,133.6,4.8,19.0,15.8,298.0,113.0,343.0,127.0,314.0,116.0,331.0,119.0
,,192895,0,0,0,0,0,2,3.5,,0,Kieran,0.0,17,False,,,55.4,192895.jpg,2.8,Tierney,10.8,False,,a,1,3,42,0,0,0,0,0.0,7.6,Tierney,986,1,2,2,16,0,0,0,2,0,0,4,213,201.8,121.1,73.0,39.8,266.0,99.0,215.0,56.0,266.0,90.0,279.0,96.0
,,195735,0,0,0,0,0,3,3.7,,0,Nicolas,0.0,18,False,,,80.99999999999999,195735.jpg,3.4,Pépé,2.4,False,,a,1,3,106,0,0,0,0,0.0,13.2,Pépé,2004,5,6,5,30,0,0,0,4,0,0,9,353,500.2,639.4,624.0,176.5,120.0,42.0,27.0,21.0,49.0,26.0,45.0,25.0
,,198849,0,0,0,0,0,3,2.4,,0,Lucas,0.0,19,False,,,50.3,198849.jpg,1.6,Torreira,0.3,False,,a,1,3,46,0,0,0,0,0.0,9.2,Torreira,1501,1,1,3,23,0,0,0,7,0,0,0,247,281.8,207.1,207.0,69.7,216.0,91.0,166.0,109.0,166.0,90.0,200.0,101.0
,,200089,0,0,0,0,0,3,2.4,,0,Joseph,0.0,20,False,,,50.699999999999996,200089.jpg,1.4,Willock,0.2,False,,a,1,3,41,0,0,0,0,0.0,8.2,Willock,838,1,1,1,16,0,0,0,2,0,0,0,150,176.8,165.9,212.0,55.2,278.0,121.0,188.0,117.0,159.0,88.0,241.0,118.0
,,200641,0,0,0,0,0,3,2.8,,0,Reiss,0.0,21,False,,,55.4,200641.jpg,1.8,Nelson,0.1,False,,a,1,3,30,0,0,0,0,0.0,5.5,Nelson,622,1,1,2,7,0,0,0,1,0,0,0,105,110.4,148.3,185.0,44.4,309.0,131.0,203.0,123.0,180.0,100.0,271.0,124.0
,,205533,0,0,0,0,0,4,2.8,,0,Edward,0.0,22,False,,,61.29999999999999,205533.jpg,1.9,Nketiah,1.7,False,,a,1,3,25,0,0,0,0,0.0,4.2,Nketiah,628,2,0,3,9,0,0,0,0,1,0,1,66,90.4,67.0,210.0,36.4,320.0,38.0,263.0,41.0,164.0,42.0,287.0,41.0
,,209289,0,0,0,0,0,3,2.0,,0,Emile,0.0,23,False,,,45.3,209289.jpg,2.0,Smith Rowe,0.6,False,,a,1,3,4,0,0,0,0,0.0,0.9,Smith Rowe,96,0,0,1,0,0,0,0,0,0,0,0,13,9.8,6.3,0.0,1.6,368.0,155.0,340.0,157.0,417.0,167.0,372.0,157.0
,,223340,0,0,0,0,0,3,2.8,,0,Bukayo,0.0,24,False,,,55.699999999999996,223340.jpg,2.7,Saka,9.1,False,,a,1,3,71,0,0,0,0,0.0,12.9,Saka,1746,1,6,7,18,0,0,0,6,0,0,4,259,327.2,322.5,248.0,89.8,194.0,81.0,112.0,74.0,141.0,83.0,156.0,84.0
,,242166,0,0,0,0,0,3,2.4,,0,Matteo,0.0,25,False,,,50.8,242166.jpg,2.0,Guendouzi,0.2,False,,a,1,3,48,0,0,0,0,0.0,9.6,Guendouzi,1744,0,2,3,31,0,0,0,6,0,0,2,272,333.6,235.1,146.0,71.6,189.0,79.0,152.0,99.0,205.0,108.0,193.0,98.0
0.0,,444145,0,0,0,0,0,3,0.0,,0,Gabriel Teodoro,0.0,26,False,Knee injury - Expected back 31 Dec,2020-08-15T10:00:11.409498Z,51.0,444145.jpg,2.8,Martinelli Silva,0.1,False,,i,1,3,39,0,0,0,0,0.0,7.8,Martinelli,656,3,1,2,9,0,0,0,1,0,0,5,129,162.8,36.6,226.0,42.5,284.0,123.0,298.0,148.0,151.0,85.0,275.0,126.0
,,462424,0,0,0,0,0,2,2.6,,0,William,0.0,27,False,,,46.29999999999999,462424.jpg,0.0,Saliba,4.2,False,,a,1,3,0,0,0,0,0,0.0,0.0,Saliba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,447.0,173.0,438.0,173.0,431.0,171.0,447.0,173.0
,,47431,0,0,0,0,0,3,3.7,,0,Willian,0.0,478,False,,,80.89999999999999,47431.jpg,4.7,Borges Da Silva,8.5,False,,a,1,3,168,0,0,0,0,0.0,21.0,Willian,2595,9,9,10,35,0,0,0,4,0,0,26,698,834.8,1177.7,930.0,294.6,24.0,8.0,6.0,5.0,28.0,13.0,8.0,5.0
,,226597,0,0,0,0,0,2,3.1,,0,Gabriel,0.0,494,False,,,50.3,226597.jpg,0.0,Magalhães,1.1,False,,a,1,3,0,0,0,0,0,0.0,0.0,Gabriel,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,474.0,179.0,471.0,179.0,469.0,179.0,474.0,179.0
,,182539,0,0,0,0,0,3,2.4,,0,Daniel,0.0,501,False,,,50.2,182539.jpg,2.4,Ceballos Fernández,0.5,False,,a,1,3,57,0,0,0,0,0.0,11.4,Ceballos,1687,0,2,7,21,0,0,0,1,0,0,3,310,346.4,439.9,130.0,91.7,183.0,77.0,72.0,53.0,212.0,110.0,151.0,80.0
0.0,,21205,0,0,0,0,0,1,0.0,,0,Tom,0.0,28,False,Knee injury - Expected back 17 Oct,2020-08-15T10:00:11.430596Z,45.89999999999999,21205.jpg,3.0,Heaton,0.1,False,,i,2,7,59,0,0,0,0,0.0,13.1,Heaton,1794,0,0,4,35,1,0,0,0,0,67,3,346,507.4,0.3,0.0,50.7,115.0,16.0,359.0,10.0,363.0,15.0,257.0,17.0
,,37339,0,0,0,0,0,2,0.0,,0,Ahmed,0.0,29,False,,,45.3,37339.jpg,2.2,El Mohamady,0.6,False,,a,2,7,39,0,0,0,0,0.0,8.7,El Mohamady,1024,1,1,2,28,0,0,0,1,0,0,7,224,254.6,324.1,67.0,64.6,231.0,89.0,110.0,24.0,269.0,91.0,217.0,66.0
,,40564,0,0,0,0,0,3,0.0,,0,Henri,0.0,30,False,,,45.4,40564.jpg,1.2,Lansbury,0.3,False,,a,2,7,12,0,0,0,0,0.0,2.7,Lansbury,190,0,0,0,6,0,0,0,0,0,0,0,37,13.4,27.2,13.0,5.5,364.0,154.0,314.0,152.0,319.0,151.0,355.0,153.0
,,47390,0,0,0,0,0,2,0.0,,0,Neil,0.0,31,False,,,46.199999999999996,47390.jpg,1.6,Taylor,0.5,False,,a,2,7,22,0,0,0,0,0.0,4.9,Taylor,1088,0,0,2,25,0,0,0,2,0,0,0,163,157.6,79.7,29.0,26.7,286.0,108.0,245.0,77.0,300.0,108.0,302.0,106.0
,,79852,0,0,0,0,0,1,0.0,,0,Jed,0.0,32,False,,,40.7,79852.jpg,1.0,Steer,3.9,False,,a,2,7,1,0,0,0,0,0.0,0.2,Steer,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,385.0,33.0,365.0,14.0,344.0,7.0,385.0,33.0
,,85242,0,0,0,0,0,3,0.0,,0,Conor,0.0,33,False,,,60.0,85242.jpg,3.1,Hourihane,0.1,False,,a,2,7,83,0,0,0,0,0.0,13.8,Hourihane,1526,3,5,6,29,0,0,0,4,0,0,9,328,384.8,551.8,317.0,125.3,167.0,69.0,39.0,32.0,111.0,61.0,91.0,54.0
,,89274,0,0,0,0,0,3,0.0,,0,José Ignacio,0.0,34,False,,,60.0,89274.jpg,1.7,Peleteiro Romallo,0.1,False,,a,2,7,17,0,0,0,0,0.0,2.8,Jota,329,0,1,2,5,0,0,0,0,0,0,0,48,47.0,56.9,73.0,17.3,342.0,145.0,277.0,141.0,267.0,132.0,326.0,142.0
,,98770,0,0,0,0,0,1,0.0,,0,Ørjan,0.0,35,False,,,40.8,98770.jpg,2.1,Nyland,18.6,False,,a,2,7,15,0,0,0,0,0.0,3.8,Nyland,537,0,0,1,12,0,0,0,0,0,15,0,90,101.2,0.0,0.0,10.2,316.0,26.0,367.0,15.0,346.0,8.0,343.0,26.0
,,108156,0,0,0,0,0,2,0.0,,0,Bjorn,0.0,36,False,,,45.99999999999999,108156.jpg,2.5,Engels,0.3,False,,a,2,7,42,0,0,0,0,0.0,9.3,Engels,1446,1,0,3,32,0,0,0,1,0,0,4,252,329.6,31.9,81.0,44.5,193.0,74.0,302.0,108.0,255.0,82.0,270.0,91.0
,,114283,0,0,0,0,0,3,0.0,,0,Jack,0.0,37,False,,,70.0,114283.jpg,4.1,Grealish,11.9,False,,a,2,7,149,0,0,0,0,0.0,21.3,Grealish,3233,8,7,7,63,0,0,1,8,0,0,19,601,826.6,1209.2,837.0,287.0,26.0,9.0,4.0,3.0,33.0,16.0,10.0,6.0
,,122806,0,0,0,0,0,3,0.0,,0,John,0.0,38,False,,,55.89999999999999,122806.jpg,3.0,McGinn,0.7,False,,a,2,7,84,0,0,0,0,0.0,15.3,McGinn,2312,3,3,6,41,0,0,0,3,0,0,4,321,458.6,503.3,499.0,145.9,130.0,49.0,48.0,37.0,66.0,35.0,65.0,39.0
,,123354,0,0,0,0,0,2,0.0,,0,Kortney,0.0,39,False,,,45.300000000000004,123354.jpg,1.9,Hause,0.1,False,,a,2,7,34,0,0,0,0,0.0,7.6,Hause,1544,1,0,2,34,0,0,0,3,0,0,0,204,352.8,33.0,248.0,63.4,179.0,66.0,301.0,107.0,140.0,23.0,219.0,68.0
,,148508,0,0,0,0,0,3,0.0,,0,Mahmoud Ahmed,0.0,40,False,,,56.199999999999996,148508.jpg,2.9,Ibrahim Hassan,1.5,False,,a,2,7,98,0,0,0,0,0.0,17.8,Trézéguet,1936,6,2,6,29,0,0,0,2,1,0,7,270,422.4,303.7,741.0,145.7,153.0,60.0,116.0,76.0,40.0,21.0,66.0,40.0
,,149484,0,0,0,0,0,2,0.0,,0,Tyrone,0.0,41,False,,,50.4,149484.jpg,2.7,Mings,1.5,False,,a,2,7,90,0,0,0,0,0.0,18.0,Mings,2902,2,2,6,53,0,0,0,7,0,0,9,537,758.0,87.3,119.0,96.6,33.0,9.0,237.0,71.0,222.0,62.0,142.0,37.0
,,169359,0,0,0,0,0,2,0.0,,0,Matt,0.0,42,False,,,45.7,169359.jpg,2.9,Targett,1.3,False,,a,2,7,80,0,0,0,0,0.0,17.8,Targett,2291,1,3,5,40,0,0,0,4,0,0,10,433,503.8,432.9,130.0,106.9,116.0,44.0,76.0,14.0,211.0,57.0,121.0,30.0
0.0,,184386,0,0,0,0,0,2,0.0,,0,James,0.0,43,False,Joined Luton Town on a permanent deal on 1/9,2020-09-02T09:00:10.425295Z,46.39999999999999,184386.jpg,0.0,Bree,0.1,False,,u,2,7,0,0,0,0,0,0.0,0.0,Bree,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431.0,166.0,422.0,166.0,409.0,163.0,431.0,166.0
,,184704,0,0,0,0,0,3,0.0,,0,Marvelous,0.0,44,False,,,45.699999999999996,184704.jpg,1.5,Nakamba,0.7,False,,a,2,7,43,0,0,0,0,0.0,9.6,Nakamba,1826,0,0,1,37,0,0,0,5,0,0,0,273,292.2,162.9,24.0,47.9,210.0,88.0,191.0,118.0,306.0,148.0,264.0,122.0
,,193488,0,0,0,0,0,3,0.0,,0,Anwar,0.0,45,False,,,60.89999999999999,193488.jpg,2.7,El Ghazi,0.2,False,,a,2,7,93,0,0,0,0,0.0,15.5,El Ghazi,2046,4,5,5,48,0,0,0,3,0,0,0,281,383.2,482.2,655.0,152.0,169.0,70.0,53.0,41.0,44.0,24.0,57.0,33.0
,,199798,0,0,0,0,0,2,0.0,,0,Ezri,0.0,46,False,,,45.599999999999994,199798.jpg,2.6,Konsa Ngoyo,0.3,False,,a,2,7,65,0,0,0,0,0.0,14.4,Konsa,2038,1,2,5,39,0,0,0,3,0,0,4,335,400.6,151.8,173.0,72.8,162.0,58.0,200.0,50.0,191.0,47.0,189.0,53.0
,,203368,0,0,0,0,0,2,0.0,,0,Frédéric,0.0,47,False,,,45.2,203368.jpg,2.5,Guilbert,0.2,False,,a,2,7,62,0,0,0,0,0.0,13.8,Guilbert,2038,0,2,6,36,0,0,0,7,0,0,4,342,451.2,241.5,77.0,77.2,134.0,48.0,148.0,32.0,261.0,87.0,178.0,49.0
0.0,,213345,0,0,0,0,0,4,0.0,,0,Wesley,0.0,48,False,Knee injury - Unknown return date,2020-08-15T10:00:11.458856Z,60.3,213345.jpg,3.2,Moraes,0.0,False,,i,2,7,67,0,0,0,0,0.0,11.2,Wesley,1782,5,1,6,31,0,0,1,3,0,0,7,180,296.2,169.8,632.0,108.3,207.0,24.0,186.0,26.0,47.0,22.0,115.0,24.0
,,217487,0,0,0,0,0,4,0.0,,0,Mbwana,0.0,49,False,,,60.1,217487.jpg,2.1,Samatta,0.2,False,,a,2,7,29,0,0,0,0,0.0,4.8,Samatta,940,1,0,4,18,0,0,0,1,0,0,2,74,67.6,131.5,245.0,44.2,331.0,42.0,210.0,32.0,143.0,36.0,272.0,38.0
,,221239,0,0,0,0,0,4,0.0,,0,Keinan,0.0,50,False,,,45.599999999999994,221239.jpg,1.4,Davis,15.1,False,,a,2,7,25,0,0,0,0,0.0,5.6,Davis,534,0,1,1,7,0,0,0,0,0,0,0,43,27.8,71.7,212.0,29.9,354.0,46.0,256.0,40.0,158.0,40.0,298.0,43.0
,,223349,0,0,0,0,0,4,0.0,,0,Indiana,0.0,51,False,,,45.6,223349.jpg,1.0,Vassilev,1.4,False,,a,2,7,4,0,0,0,0,0.0,0.9,Vassilev,47,0,0,0,1,0,0,0,0,0,0,0,8,1.2,1.6,7.0,0.9,380.0,50.0,354.0,50.0,325.0,50.0,376.0,50.0
,,230046,0,0,0,0,0,3,0.0,,0,Douglas Luiz,0.0,52,False,,,51.29999999999999,230046.jpg,2.5,Soares de Paulo,0.5,False,,a,2,7,90,0,0,0,0,0.0,18.0,Douglas Luiz,2604,3,2,8,51,0,0,0,8,0,0,5,411,508.6,293.2,377.0,118.0,114.0,40.0,123.0,81.0,87.0,46.0,100.0,59.0
,,199796,0,0,0,0,0,2,0.0,,0,Matthew,0.0,496,False,,,50.8,199796.jpg,0.0,Cash,0.3,False,,a,2,7,0,0,0,0,0,0.0,0.0,Cash,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,470.0,177.0,467.0,177.0,464.0,177.0,470.0,177.0
0.0,,20529,0,0,0,0,0,4,0.0,,0,Glenn,0.0,53,False,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,50.0,20529.jpg,1.6,Murray,0.9,False,,n,3,36,36,0,0,0,0,0.0,7.2,Murray,785,1,1,2,10,0,0,0,0,0,0,0,74,74.0,57.1,249.0,37.7,328.0,41.0,276.0,43.0,139.0,35.0,282.0,39.0
,,39155,0,0,0,0,0,3,1.2,,0,Adam,0.0,54,False,,,65.6,39155.jpg,1.8,Lallana,1.8,False,,a,3,36,27,0,0,0,0,0.0,4.2,Lallana,371,1,1,1,5,0,0,0,1,0,0,1,97,107.2,68.8,74.0,25.1,312.0,134.0,261.0,137.0,265.0,131.0,308.0,136.0
,,40845,0,0,0,0,0,3,0.0,,0,Dale,0.0,55,False,,,45.5,40845.jpg,1.9,Stephens,15.1,False,,a,3,36,63,0,0,0,0,0.0,14.0,Stephens,2525,0,1,6,42,0,0,0,8,0,0,1,406,438.6,292.8,90.0,82.2,141.0,54.0,124.0,82.0,248.0,124.0,173.0,91.0
,,60307,0,0,0,0,0,3,1.1,,0,Pascal,0.0,57,False,,,60.599999999999994,60307.jpg,2.6,Groß,0.2,False,,a,3,36,76,0,0,0,0,0.0,12.7,Groß,1791,2,5,3,32,1,0,0,4,0,0,7,326,388.2,908.5,323.0,161.6,166.0,68.0,11.0,8.0,108.0,59.0,50.0,29.0
0.0,,61933,0,0,0,0,0,2,0.0,,0,Shane,0.0,58,False,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,45.699999999999996,61933.jpg,2.3,Duffy,0.5,False,,n,3,36,44,0,0,0,0,0.0,9.8,Duffy,1232,1,0,3,18,0,0,0,2,0,0,1,227,288.0,29.8,100.0,41.8,213.0,81.0,309.0,111.0,237.0,71.0,277.0,94.0
,,66242,0,0,0,0,0,3,0.4,,0,Davy,0.0,59,False,,,50.4,66242.jpg,2.2,Pröpper,0.1,False,,a,3,36,78,0,0,0,0,0.0,15.6,Pröpper,2826,1,2,6,46,1,0,0,4,0,0,2,441,522.2,434.1,271.0,122.5,110.0,38.0,74.0,54.0,129.0,74.0,94.0,56.0
0.0,,74471,0,0,0,0,0,3,0.0,,0,Aaron,0.0,60,False,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,50.5,74471.jpg,2.6,Mooy,0.1,False,,u,3,36,80,0,0,0,0,0.0,16.0,Mooy,2079,2,2,6,33,0,0,0,1,1,0,9,337,436.6,614.9,291.0,134.0,143.0,55.0,28.0,22.0,120.0,67.0,76.0,44.0
,,78916,0,0,0,0,0,2,0.6,,0,Dan,0.0,61,False,,,45.3,78916.jpg,2.5,Burn,1.0,False,,a,3,36,86,0,0,0,0,0.0,19.1,Burn,2879,0,0,9,42,0,0,0,5,0,0,3,480,602.8,311.9,128.0,104.2,71.0,28.0,115.0,26.0,215.0,59.0,125.0,32.0
,,83299,0,0,0,0,0,2,1.1,,0,Lewis,0.0,62,False,,,50.400000000000006,83299.jpg,3.6,Dunk,10.4,False,,a,3,36,128,0,0,0,0,0.0,25.6,Dunk,3230,3,3,9,50,0,0,0,9,0,0,17,674,825.6,171.8,469.0,146.8,27.0,6.0,185.0,44.0,69.0,3.0,63.0,9.0
0.0,,86153,0,0,0,0,0,2,0.0,,0,Martín,0.0,63,False,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,45.599999999999994,86153.jpg,2.3,Montoya,0.1,False,,u,3,36,62,0,0,0,0,0.0,13.8,Montoya,1892,0,1,6,32,0,0,0,5,0,0,3,313,337.4,338.0,177.0,85.5,187.0,71.0,106.0,22.0,187.0,44.0,163.0,44.0
,,93284,0,0,0,0,0,4,0.3,,0,Florin,0.0,64,False,,,50.599999999999994,93284.jpg,1.7,Andone,0.4,False,,a,3,36,5,0,0,0,0,0.0,1.0,Andone,71,1,0,0,2,0,0,0,0,1,0,1,20,45.0,11.3,21.0,7.6,345.0,45.0,333.0,49.0,309.0,48.0,348.0,47.0
,,109345,0,0,0,0,0,3,0.4,,0,Solomon,0.0,65,False,,,50.4,109345.jpg,2.0,March,0.1,False,,a,3,36,38,0,0,0,0,0.0,7.6,March,1139,0,1,4,15,0,0,0,2,0,0,3,129,189.4,239.6,274.0,70.4,272.0,118.0,150.0,97.0,127.0,73.0,198.0,100.0
,,110735,0,0,0,0,0,2,0.6,,0,Adam,0.0,66,False,,,45.699999999999996,110735.jpg,2.8,Webster,3.3,False,,a,3,36,88,0,0,0,0,0.0,19.6,Webster,2668,3,1,5,44,1,0,0,4,0,0,7,514,696.6,153.2,221.0,107.3,51.0,19.0,198.0,48.0,155.0,31.0,119.0,29.0
,,111478,0,0,0,0,0,2,0.6,,0,Joël,0.0,67,False,,,45.5,111478.jpg,0.0,Veltman,0.4,False,,a,3,36,0,0,0,0,0,0.0,0.0,Veltman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,418.0,159.0,408.0,159.0,394.0,155.0,418.0,159.0
,,115382,0,0,0,0,0,4,1.1,,0,Neal,0.0,68,False,,,65.6,115382.jpg,3.5,Maupay,2.3,False,,a,3,36,131,0,0,0,0,0.0,20.2,Maupay,2763,10,3,8,36,0,0,1,3,0,0,21,361,518.6,369.2,1519.0,240.5,111.0,16.0,97.0,12.0,7.0,5.0,22.0,8.0
,,116216,0,0,0,0,0,3,1.1,,0,Leandro,0.0,69,False,,,60.8,116216.jpg,3.4,Trossard,0.5,False,,a,3,36,104,0,0,0,0,0.0,17.3,Trossard,2004,5,5,4,34,0,0,0,0,0,0,9,352,411.4,585.4,540.0,153.2,159.0,65.0,34.0,28.0,58.0,31.0,56.0,32.0
,,131897,0,0,0,0,0,1,0.7,,0,Mathew,0.0,70,False,,,45.5,131897.jpg,3.6,Ryan,21.3,False,,a,3,36,135,0,0,0,0,0.0,30.0,Ryan,3420,0,0,9,54,0,0,0,0,0,117,14,754,1000.0,0.0,0.0,100.1,9.0,2.0,410.0,36.0,396.0,32.0,132.0,2.0
,,165210,0,0,0,0,0,3,0.8,,0,Alireza,0.0,71,False,,,55.8,165210.jpg,2.8,Jahanbakhsh,0.1,False,,a,3,36,28,0,0,0,0,0.0,5.1,Jahanbakhsh,305,2,1,1,4,0,0,0,0,0,0,2,90,90.6,62.5,106.0,25.9,319.0,137.0,270.0,139.0,229.0,118.0,304.0,134.0
0.0,,167473,0,0,0,0,0,3,0.0,,0,José,0.0,72,False,Knee injury - Unknown return date,2020-08-15T10:00:11.482611Z,55.699999999999996,167473.jpg,0.0,Izquierdo,0.0,False,,i,3,36,0,0,0,0,0,0.0,0.0,Izquierdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490.0,200.0,490.0,200.0,488.0,200.0,490.0,200.0
0.0,,178173,0,0,0,0,0,2,0.0,,0,Matthew,0.0,73,False,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,46.099999999999994,178173.jpg,0.0,Clarke,0.0,False,,n,3,36,0,0,0,0,0,0.0,0.0,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,429.0,164.0,420.0,164.0,406.0,160.0,429.0,164.0
